Timestamp,Social_Impact,Gender,Age,Neighborhood,Occupation,MM_Usage_Duration,Heard_Scam,Victim,Nb_Times,Scam_Method,Other_Method,Amount_Lost_FCFA,Reported,Reported_To,Know_Detection,Info_Source,Need_Training,Suggestions
2025/07/26 12:14:48 PM UTC+1,Option 1,Male,28,Gadamabanga,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,1000,No,,Yes,Mobile agent;Other,No,
2025/07/26 12:16:05 PM UTC+1,Option 1,Male,21,Bini,Other,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,2500,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/07/26 12:17:44 PM UTC+1,Option 1,Female,21,Dang,food business,1 to 3 years,Yes,Yes,1,Nothing to report,,3000,Yes,Other,No,No awareness received,Yes,
2025/07/26 12:23:30 PM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/26 12:24:40 PM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/26 12:25:44 PM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,
2025/07/26 12:26:58 PM UTC+1,Option 1,Male,27,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Other,Yes,
2025/07/26 12:27:50 PM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,
2025/07/26 12:28:54 PM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/07/26 12:30:15 PM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,No,,,,,,,No,Radio locale;Mobile agent,No,
2025/07/26 12:31:19 PM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,Yes,,,,,,,Yes,Relatives / friends,Yes,
2025/07/26 12:32:32 PM UTC+1,Option 1,Male,26,Bini,food business,More than 3 years,Yes,No,,,,,,,Yes,Radio locale,Yes,
2025/07/26 12:34:13 PM UTC+1,Option 1,Female,30,Carrefour Borongo,food business,More than 3 years,Yes,Yes,10,Call from a stranger pretending to be an agent,,150000,Yes,A relative/friend,Yes,Radio locale;Mobile agent,Yes,
2025/07/26 12:35:03 PM UTC+1,Option 1,Male,35,Bini,food business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/26 2:00:54 PM UTC+1,Option 1,Female,25,Bini,food business,1 to 3 years,Yes,Yes,1,False transaction of a customer,,37500,Yes,A relative/friend,Yes,Relatives / friends,Yes,Protection of sensitive information
2025/07/26 2:03:43 PM UTC+1,Option 1,Male,19,Manwi,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/26 2:12:24 PM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,I would like the state to spread messages in almost all official languages ​​as are local languages
2025/07/26 2:14:46 PM UTC+1,Option 1,Female,19,Bini,Other,More than 3 years,No,No,,,,,,,No,No awareness received,Yes,
2025/07/26 2:17:24 PM UTC+1,Option 1,Female,18,Bini,Other,1 to 3 years,No,No,,,,,,,No,Relatives / friends;Other,Yes,
2025/07/26 2:19:41 PM UTC+1,Option 1,Male,26,Bini,Other,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,1200,Yes,Other,No,Relatives / friends;Other,Yes,
2025/07/26 2:21:43 PM UTC+1,Option 1,Male,30,Bini,clothing business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,3200,Yes,Other,No,Relatives / friends;No awareness received,Yes,
2025/07/26 2:23:16 PM UTC+1,Option 1,Male,28,Manwi,Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends;Other,Yes,
2025/07/26 2:24:34 PM UTC+1,Option 1,Male,26,Carrefour Borongo,Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;Other,Yes,
2025/07/26 2:27:00 PM UTC+1,Option 1,Female,50,Gadamabanga,Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received;Other,Yes,Protection of sensitive information
2025/07/26 2:28:19 PM UTC+1,Option 1,Female,29,Manwi,Other,1 to 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received;Other,Yes,
2025/07/26 2:29:25 PM UTC+1,Option 1,Male,44,Dang,Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends;No awareness received;Other,Yes,
2025/07/26 2:31:20 PM UTC+1,Option 1,Male,44,Dang,Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends;Other,Yes,
2025/07/26 2:32:32 PM UTC+1,Option 1,Male,22,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,Yes,
2025/07/26 2:33:54 PM UTC+1,Option 1,Male,27,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,No,Other,Yes,
2025/07/26 2:34:53 PM UTC+1,Option 1,Female,28,Gadamabanga,food business,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;Other,Yes,
2025/07/26 2:36:54 PM UTC+1,Option 1,Male,24,Manwi,Other,1 to 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;Other,Yes,
2025/07/26 2:38:35 PM UTC+1,Option 1,Female,27,"Ngaoundéré, ville",food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received;Other,Yes,
2025/07/26 2:42:19 PM UTC+1,Option 1,Male,35,Bini,Other,1 to 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,10000,No,,No,No awareness received,Yes,
2025/07/26 2:50:31 PM UTC+1,Option 1,Male,54,Dang,food business,More than 3 years,No,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,500000,Yes,The police,Yes,No awareness received,Yes,
2025/07/26 2:52:32 PM UTC+1,Option 1,Male,35,Gadamabanga,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,14000,Yes,Mobile operator,No,Relatives / friends;No awareness received;Other,Yes,
2025/07/26 3:04:30 PM UTC+1,Option 1,Male,37,Manwi,Other,Less than 1 year,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,200000,,The police,No,Other,Yes,
2025/07/26 3:06:25 PM UTC+1,Option 1,Female,33,Dang,Other,More than 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,80000,Yes,A relative/friend,No,Other,Yes,
2025/07/26 3:08:13 PM UTC+1,Option 1,Male,39,Carrefour Borongo,Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received;Other,Yes,
2025/07/26 3:10:22 PM UTC+1,Option 1,Female,17,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Radio locale;Mobile agent;Relatives / friends;No awareness received;Other,Yes,
2025/07/26 3:16:55 PM UTC+1,Option 1,Female,36,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,
2025/07/26 3:18:00 PM UTC+1,Option 1,Female,60,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;Other,Yes,
2025/07/26 3:19:23 PM UTC+1,Option 1,Female,31,Manwi,Other,1 to 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/26 3:21:20 PM UTC+1,Option 1,Female,47,Manwi,Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,15000,Yes,A relative/friend,No,Mobile agent;Relatives / friends,Yes,
2025/07/26 3:22:58 PM UTC+1,Option 1,Male,46,Bini,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,25000,Yes,A relative/friend,No,Relatives / friends;Other,Yes,
2025/07/26 3:24:04 PM UTC+1,Option 1,Male,28,Gadamabanga,Other,Less than 1 year,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received;Other,No,
2025/07/26 3:24:59 PM UTC+1,Option 1,Male,21,Gadamabanga,Other,Less than 1 year,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received;Other,Je ne sais pas,
2025/07/26 3:26:29 PM UTC+1,Option 1,Female,16,Dang,Other,Less than 1 year,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,22000,Yes,A relative/friend,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/26 3:28:28 PM UTC+1,Option 1,Female,27,Carrefour Borongo,Other,Less than 1 year,Yes,Yes,1,Fake withdrawal or deposit message,,40000,Yes,A relative/friend,No,Mobile agent,Yes,
2025/07/26 3:30:30 PM UTC+1,Option 1,Female,65,Manwi,Other,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,360000,Yes,The police,No,Mobile agent;Relatives / friends,Yes,
2025/07/26 3:31:46 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/26 3:34:04 PM UTC+1,Option 1,Male,45,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,28000,Yes,The police,No,Mobile agent;Relatives / friends,Yes,
2025/07/26 3:36:57 PM UTC+1,Option 1,Male,51,Dang,Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,45000,Yes,Mobile operator,Yes,Relatives / friends,Yes,
2025/07/26 3:38:13 PM UTC+1,Option 1,Female,35,Manwi,Phone credit / money transfer,More than 3 years,No,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/26 6:28:13 PM UTC+1,Option 1,Female,27,Manwi,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,10000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:29:39 PM UTC+1,Option 1,Female,29,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,Etre prudent
2025/07/26 6:30:37 PM UTC+1,Option 1,Male,29,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:31:40 PM UTC+1,Option 1,Male,27,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:32:41 PM UTC+1,Option 1,Male,27,Bini,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:33:32 PM UTC+1,Option 1,Male,26,Dang,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/26 6:34:51 PM UTC+1,Option 1,Male,22,Gadamabanga,Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,20000,Yes,A relative/friend,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/26 6:35:40 PM UTC+1,Option 1,Female,35,"Ngaoundéré, ville",food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/26 6:36:26 PM UTC+1,Option 1,Male,28,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/26 6:37:10 PM UTC+1,Option 1,Male,36,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/26 6:37:49 PM UTC+1,Option 1,Female,33,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/26 6:38:28 PM UTC+1,Option 1,Female,27,Manwi,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:39:26 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/26 6:40:10 PM UTC+1,Option 1,Female,29,Manwi,food business,1 to 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/26 6:40:59 PM UTC+1,Option 1,Female,27,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/26 6:41:46 PM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:42:30 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Je ne sais pas,
2025/07/26 6:42:47 PM UTC+1,Option 1,Male,32,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,Always be careful
2025/07/26 6:43:17 PM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",food business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,No,
2025/07/26 6:43:42 PM UTC+1,Option 1,Male,34,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/26 6:44:20 PM UTC+1,Option 1,Female,20,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,25000,Yes,A relative/friend,Yes,Mobile agent,Yes,
2025/07/26 6:44:24 PM UTC+1,Option 1,Female,26,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/26 6:44:57 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",clothing business,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,
2025/07/26 6:45:14 PM UTC+1,Option 1,Male,31,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:46:09 PM UTC+1,Option 1,Male,24,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,40000,Yes,A relative/friend,Yes,Other,Yes,
2025/07/26 6:46:15 PM UTC+1,Option 1,Male,43,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,0,No,,Yes,Relatives / friends,Yes,
2025/07/26 6:46:49 PM UTC+1,Option 1,Male,30,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Radio locale;Relatives / friends,No,
2025/07/26 6:46:59 PM UTC+1,Option 1,Female,27,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:47:52 PM UTC+1,Option 1,Female,35,"Ngaoundéré, ville",food business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,No,Never trust
2025/07/26 6:48:28 PM UTC+1,Option 1,Male,24,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/26 6:48:48 PM UTC+1,Option 1,Female,36,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,False transaction of a customer,,20000,Yes,A relative/friend,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/26 6:49:36 PM UTC+1,Option 1,Male,41,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:49:45 PM UTC+1,Option 1,Male,36,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,1,False transaction of a customer,,30000,Yes,A relative/friend,Yes,Mobile agent,No,Be careful
2025/07/26 6:50:11 PM UTC+1,Option 1,Female,33,"Ngaoundéré, ville",food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/26 6:50:59 PM UTC+1,Option 1,Female,19,"Ngaoundéré, ville",food business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:51:15 PM UTC+1,Option 1,Female,32,"Ngaoundéré, ville",clothing business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,"A friend scam in the amount of 25,000"
2025/07/26 6:52:14 PM UTC+1,Option 1,Female,21,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Other,Je ne sais pas,
2025/07/26 6:52:40 PM UTC+1,Option 1,Female,40,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,13000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:52:57 PM UTC+1,Option 1,Female,27,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/26 6:53:29 PM UTC+1,Option 1,Female,33,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,1500,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/07/26 6:54:19 PM UTC+1,Option 1,Male,28,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Radio locale;Mobile agent;Relatives / friends,No,Find a way to detect scammers
2025/07/26 6:54:54 PM UTC+1,Option 1,Male,36,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,18000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/26 6:55:38 PM UTC+1,Option 1,Male,33,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/26 6:56:45 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,Prudent
2025/07/26 6:57:44 PM UTC+1,Option 1,Male,29,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,5000,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/07/26 6:58:34 PM UTC+1,Option 1,Female,27,"Ngaoundéré, ville",food business,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/07/26 6:59:17 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/07/26 7:00:13 PM UTC+1,Option 1,Male,34,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/27 7:28:42 AM UTC+1,Option 1,Male,35,Carrefour Borongo,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:30:05 AM UTC+1,Option 1,Female,27,Carrefour Borongo,food business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,22.000,Yes,A relative/friend,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:31:02 AM UTC+1,Option 1,Female,30,Carrefour Borongo,food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:32:16 AM UTC+1,Option 1,Female,33,Carrefour Borongo,clothing business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:33:12 AM UTC+1,Option 1,Female,32,Carrefour Borongo,Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:34:52 AM UTC+1,Option 1,Male,34,Dang,food business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,55.000,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:35:49 AM UTC+1,Option 1,Female,33,Dang,food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:36:36 AM UTC+1,Option 1,Female,31,Dang,food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:38:09 AM UTC+1,Option 1,Male,30,Dang,food business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,3.000,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:39:32 AM UTC+1,Option 1,Female,29,Dang,food business,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,17.000,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:40:56 AM UTC+1,Option 1,Female,27,Dang,food business,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,19.000,Yes,A relative/friend,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:43:01 AM UTC+1,Option 1,Male,32,Dang,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,32.000,Yes,Mobile operator,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:44:33 AM UTC+1,Option 1,Male,25,Dang,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,25.000,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:46:07 AM UTC+1,Option 1,Male,29,Dang,Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:47:11 AM UTC+1,Option 1,Male,27,Dang,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/27 7:48:02 AM UTC+1,Option 1,Male,25,Dang,Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:49:00 AM UTC+1,Option 1,Male,26,Dang,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/27 7:50:12 AM UTC+1,Option 1,Male,23,Bini,Other,More than 3 years,No,No,,,,,,,No,Other,Yes,
2025/07/27 7:51:26 AM UTC+1,Option 1,Male,27,Bini,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:52:27 AM UTC+1,Option 1,Female,29,Bini,clothing business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:53:44 AM UTC+1,Option 1,Female,26,Bini,clothing business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:54:52 AM UTC+1,Option 1,Female,24,Carrefour Borongo,clothing business,More than 3 years,Yes,No,,,,,,,No,Mobile agent,Yes,
2025/07/27 7:55:50 AM UTC+1,Option 1,Female,25,Carrefour Borongo,Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 7:56:52 AM UTC+1,Option 1,Female,22,Carrefour Borongo,food business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/27 7:58:34 AM UTC+1,Option 1,Female,21,Carrefour Borongo,food business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/27 7:59:41 AM UTC+1,Option 1,Female,21,Carrefour Borongo,food business,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/27 8:01:28 AM UTC+1,Option 1,Male,25,Carrefour Borongo,Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends;Other,Yes,
2025/07/27 8:02:29 AM UTC+1,Option 1,Male,27,Carrefour Borongo,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,Yes,
2025/07/27 8:03:26 AM UTC+1,Option 1,Male,29,Carrefour Borongo,food business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 8:04:41 AM UTC+1,Option 1,Male,32,Carrefour Borongo,food business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 8:05:51 AM UTC+1,Option 1,Male,31,Carrefour Borongo,food business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 8:07:50 AM UTC+1,Option 1,Male,24,Carrefour Borongo,food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;Other,Yes,
2025/07/27 8:08:54 AM UTC+1,Option 1,Female,25,Dang,food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;Other,Yes,
2025/07/27 8:10:11 AM UTC+1,Option 1,Female,30,Dang,food business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,Increase safety in agencies.
2025/07/27 8:11:50 AM UTC+1,Option 1,Male,24,Dang,Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 8:12:59 AM UTC+1,Option 1,Male,27,Dang,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,
2025/07/27 8:15:07 AM UTC+1,Option 1,Male,26,Dang,Other,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,1.200,Yes,Mobile operator,No,Mobile agent;Relatives / friends,Yes,Review certain access to agents.
2025/07/27 8:16:10 AM UTC+1,Option 1,Female,23,Bini,food business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/27 8:17:37 AM UTC+1,Option 1,Female,22,Bini,food business,1 to 3 years,No,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 8:18:50 AM UTC+1,Option 1,Female,24,Bini,food business,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/27 8:20:19 AM UTC+1,Option 1,Male,26,Bini,Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 8:22:21 AM UTC+1,Option 1,Male,23,Bini,Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/27 1:35:19 PM UTC+1,Option 1,Male,25,Carrefour Borongo,Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/27 1:36:34 PM UTC+1,Option 1,Male,34,Manwi,clothing business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message; False transaction of a customer,,15000,Yes,Mobile operator,Yes,Relatives / friends;Other,Yes,
2025/07/27 1:37:45 PM UTC+1,Option 1,Female,29,"Ngaoundéré, ville",clothing business,Less than 1 year,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,4000,Yes,Other,Yes,Relatives / friends,Yes,
2025/07/27 1:38:58 PM UTC+1,Option 1,Female,36,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,Yes,2,Fake withdrawal or deposit message; False transaction of a customer,,30000,Yes,The police,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/27 1:40:02 PM UTC+1,Option 1,Male,21,Manwi,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,
2025/07/27 1:41:12 PM UTC+1,Option 1,Female,26,Carrefour Borongo,clothing business,More than 3 years,Yes,Yes,1,Reimbursement request for a supposedly erroneous transfer; Nothing to report,,10000,Yes,A relative/friend,Yes,Relatives / friends,Yes,
